,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
2222,Hyundai,GRAND I10 NIOS1.0 TURBO SPORTZ,537999,2020,Pune,Petrol,6617,Manual,1,16499
2223,Maruti,Alto 800VXI,397599,2018,Pune,Diesel,89563,Manual,2,15729
2224,Maruti,Eeco5 STR WITH AC PLUSHTR,700399,2019,Pune,Petrol,31389,Manual,1,16332
2225,Maruti,Wagon R 1.0VXI,379099,2017,Pune,Petrol,51445,Manual,1,11843
2226,Renault,KwidRXL,509599,2019,Pune,Petrol,32580,Manual,1,37093
2227,Maruti,IGNISDELTA 1.2 K12,476999,2018,Pune,Petrol,9601,Manual,1,40520
2228,Hyundai,EonERA PLUS,394599,2017,Pune,Petrol,32460,Manual,2,24249
2229,Maruti,Alto 800LXI,537999,2016,Pune,Diesel,22185,Manual,1,22921
2230,Hyundai,Verna1.6 SX VTVT,563699,2018,Pune,Petrol,79073,Manual,1,10866
2231,Hyundai,Elite i20ASTA 1.4 CRDI,396699,2016,Pune,Petrol,15071,Manual,1,8282
2232,Honda,CityZX MT PETROL,570199,2020,Pune,Petrol,6016,Manual,2,33209
2233,Maruti,S CrossZETA 1.3 SHVS,317099,2018,Pune,Diesel,13704,Manual,2,22852
2234,Hyundai,EonERA PLUS,1807899,2018,Pune,Petrol,33807,Manual,2,11307
2235,Maruti,Wagon R 1.0VXI,492999,2016,Pune,Petrol,10721,Manual,1,20963
2236,Hyundai,GRAND I10 NIOSSPORTZ PETROL,674299,2021,Pune,Petrol,9512,Manual,1,17424
2237,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,386299,2017,Pune,Petrol,67988,Automatic,1,22692
2238,Mahindra,TUV300T8,817299,2016,Pune,Petrol,6608,Manual,1,23299
2239,Maruti,XL6ALPHA SHVS  MT,738799,2020,Pune,Petrol,53045,Manual,1,12359
2240,Hyundai,Elite i20Magna Executive Diesel,336699,2018,Pune,Petrol,79006,Manual,1,10931
2241,Hyundai,i10SPORTZ 1.1 IRDE2,508499,2015,Pune,Petrol,29675,Manual,1,10337
2242,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,237599,2018,Pune,Petrol,8444,Manual,1,20661
2243,Renault,KwidRXT 1.0 EASY-R AT OPTION,413299,2019,Pune,Petrol,5681,Automatic,1,21820
2244,Maruti,Wagon R 1.0VXI,814149,2018,Pune,Petrol,26799,Manual,1,14491
2245,Ford,Ecosport1.5 TDCI TITANIUM PLUS,362399,2017,Pune,Petrol,7285,Manual,1,10473
2246,Jeep,CompassLIMITED O 1.4 AT,598899,2018,Pune,Petrol,11086,Automatic,1,41800
2247,Maruti,Eeco5 STR WITH AC PLUSHTR,639099,2018,Pune,Diesel,57959,Manual,1,21290
2248,Hyundai,NEW SANTRO1.1 SPORTS AMT,429599,2019,Pune,Diesel,21636,Automatic,1,20658
2249,Maruti,Alto 800LXI,591999,2015,Pune,Petrol,13636,Manual,2,33754
2250,Hyundai,VENUE1.0L Turbo GDI SX(O) MT,289599,2019,Pune,Petrol,47320,Manual,1,30192
2251,Hyundai,Grand i10ASTA 1.2 VTVT,1017699,2016,Pune,Petrol,4729,Manual,1,18187
2252,Maruti,Alto 800LXI OPT,494299,2017,Pune,Diesel,43502,Manual,2,32789
2253,Honda,JazzVX  1.2,620499,2017,Pune,Petrol,13692,Manual,1,20901
2254,Maruti,BalenoALPHA 1.2 K12,464399,2017,Pune,Petrol,40987,Manual,2,7163
2255,Maruti,Alto 800LXI,711499,2016,Pune,Petrol,20007,Manual,1,31749
2256,Ford,Figo Aspire1.2 TITANIUM PETROL,566099,2019,Pune,Petrol,47095,Manual,1,11770
2257,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,1179899,2017,Pune,Petrol,87730,Manual,1,7768
2258,Honda,Jazz1.2 ZX MT,469099,2021,Pune,Petrol,41860,Manual,1,22807
2259,Renault,KwidRXT 1.0 EASY-R AT OPTION,560799,2017,Pune,Petrol,16215,Automatic,1,39866
2260,Maruti,Celerio XZXI OPT AMT,1162999,2019,Pune,Petrol,16222,Automatic,1,18187
2261,Hyundai,EonMAGNA PLUS,752799,2017,Pune,Petrol,24451,Manual,1,8402
2262,Hyundai,Elite i20ASTA 1.2 (O),431099,2018,Pune,Petrol,12203,Manual,1,11950
2263,Hyundai,Grand i101.2 CRDI Sportz O,455299,2017,Pune,Petrol,22106,Manual,1,13215
2264,Maruti,Celerio XZxi,531299,2019,Pune,Diesel,54078,Manual,1,28929
2265,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,658499,2016,Pune,Petrol,33898,Manual,2,13480
2266,Maruti,Wagon R 1.0VXI,1158099,2018,Pune,Petrol,17670,Manual,1,11816
2267,Maruti,Alto 800LXI,258599,2016,Pune,Petrol,18807,Manual,1,7163
2268,Tata,TiagoXZ 1.2 REVOTRON,515399,2018,Pune,Petrol,30822,Manual,1,14635
2269,Maruti,Wagon R 1.0VXI OPT AMT,343699,2017,Pune,Petrol,37558,Automatic,1,7850
2270,Maruti,Wagon R 1.0VXI,511899,2013,Pune,Petrol,39736,Manual,1,13943
2271,Volkswagen,AmeoCOMFORTLINE 1.2,544499,2017,Pune,Petrol,76234,Manual,1,7043
2272,Hyundai,Elite i20ASTA 1.2,356299,2016,Pune,Petrol,22690,Manual,1,37313
2273,Jeep,CompassLIMITED O 1.4 AT,553099,2018,Pune,Petrol,129866,Automatic,1,13387
2274,Hyundai,Grand i10ASTA AT 1.2 KAPPA VTVT,395699,2016,Pune,Petrol,33120,Automatic,1,11162
2275,Hyundai,Grand i10ASTA 1.2 AT VTVT,412799,2015,Pune,Diesel,61090,Automatic,2,28691
2276,Maruti,IGNISDELTA 1.2 K12,588099,2018,Pune,Petrol,88269,Manual,1,22078
2277,Hyundai,Elite i20ASTA 1.2 (O),695399,2016,Pune,Petrol,54512,Manual,1,12504
2278,Maruti,Wagon R 1.0VXI OPT,468499,2017,Pune,Petrol,16012,Manual,1,22024
2279,Maruti,BalenoZETA 1.2 K12,322899,2020,Pune,Petrol,66971,Manual,1,12568
2280,Maruti,Eeco5 STR WITH AC PLUSHTR,507099,2018,Pune,Diesel,27208,Manual,1,39753
2281,Hyundai,Grand i10ASTA 1.2 AT VTVT,658199,2016,Pune,Petrol,42250,Automatic,1,14773
2282,Honda,CityVX MT PETROL,411999,2017,Pune,Petrol,23324,Manual,1,17475
2283,Honda,Jazz1.2 V AT,495699,2017,Pune,Petrol,44392,Automatic,2,11467
2284,Toyota,YARISG MT,895099,2018,Pune,Petrol,25460,Manual,2,17569
2285,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,1548699,2016,Pune,Diesel,44871,Manual,1,20137
2286,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,484999,2019,Pune,Diesel,51070,Manual,1,17408
2287,Maruti,IGNISZETA 1.2 K12 DUAL TONE,473399,2017,Pune,Petrol,20748,Manual,1,17982
2288,Hyundai,Elite i20SPORTZ 1.2,811499,2016,Pune,Petrol,53222,Manual,1,20649
2289,Maruti,BalenoALPHA 1.2 K12,554699,2016,Pune,Diesel,67677,Manual,2,25675
2290,Maruti,Wagon R 1.0VXI,554199,2014,Pune,Petrol,7024,Manual,2,26653
2291,Hyundai,NEW SANTRO1.1 SPORTS AMT,569499,2018,Pune,Diesel,49740,Automatic,1,20916
2292,Renault,KwidRXL,573699,2017,Pune,Petrol,37518,Manual,1,38512
2293,Hyundai,i20 Active1.2 S,1649199,2015,Pune,Petrol,48210,Manual,1,23525
2294,Maruti,Wagon R 1.0VXI,486999,2014,Pune,Petrol,40170,Manual,1,10653
2295,Maruti,Wagon R 1.0VXI OPT,1010899,2017,Pune,Petrol,65422,Manual,1,15511
2296,Maruti,S CrossSIGMA 1.3,977399,2016,Pune,Petrol,25073,Manual,1,36770
2297,Nissan,MicraXL CVT (PETROL),391399,2017,Pune,Petrol,21089,Automatic,1,17139
2298,Maruti,S PRESSOVXI,473999,2020,Pune,Diesel,44450,Manual,1,29541
2299,Hyundai,GRAND I10 NIOSAsta Petrol,1411199,2019,Pune,Petrol,8405,Manual,1,22978
2300,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,534699,2017,Pune,Diesel,42283,Automatic,1,23546
2301,Maruti,,509799,2020,Pune,Diesel,17369,,1,18823
2302,Maruti,BalenoDELTA 1.2 K12,475499,2017,Pune,Diesel,35283,Manual,1,33373
2303,Hyundai,Elite i20ASTA 1.2,578599,2017,Pune,Petrol,32005,Manual,1,38176
2304,Tata,HexaVaricor 400 XT,565199,2019,Pune,Diesel,74955,Manual,2,27692
2305,Hyundai,EonMAGNA PLUS,313299,2017,Pune,Petrol,14643,Manual,1,17710
2306,Hyundai,GRAND I10 NIOSAsta Petrol,549499,2019,Pune,Petrol,26379,Manual,2,23879
2307,Hyundai,Verna1.6 SX VTVT AT (O),1262899,2017,Pune,Diesel,99890,Automatic,1,25323
2308,Hyundai,NEW SANTROASTA 1.1 MT,1017699,2018,Pune,Petrol,17216,Manual,2,18038
2309,Maruti,Wagon R 1.0VXI,1309699,2017,Pune,Petrol,47958,Manual,2,8311
2310,Maruti,CiazALPHA 1.4 VVT AMT,737499,2017,Pune,Petrol,25000,Automatic,1,10074
2311,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,609699,2015,Pune,Diesel,80232,Manual,1,19938
2312,Hyundai,Elite i201.4 CRDI ASTA (O),594599,2018,Pune,Petrol,20544,Manual,1,21110
2313,Maruti,S PRESSOVXI PLUS AGS,529599,2020,Pune,Petrol,23303,Automatic,1,37873
2314,Ford,Ecosport1.5 TITANIUM TI VCT,474999,2018,Pune,Petrol,27116,Manual,1,21259
2315,Maruti,Alto 800LXI,565199,2016,Pune,Petrol,31409,Manual,1,9923
2316,Maruti,S PRESSOVXI,492699,2020,Pune,Petrol,16164,Manual,1,15889
2317,Hyundai,i20 Active1.2 SX,404899,2016,Pune,Petrol,8239,Manual,1,19798
2318,Hyundai,Elite i20SPORTZ 1.2,557099,2015,Pune,Diesel,58633,Manual,2,17660
2319,Renault,Kwid1.0 RXT Opt AT,680899,2018,Pune,Petrol,13628,Automatic,1,23893
2320,Ford,Figo Aspire1.2 TITANIUM PETROL,785699,2019,Pune,Petrol,7300,Manual,1,19826
2321,Hyundai,EonERA PLUS,384099,2017,Pune,Petrol,31118,Manual,1,15727
2322,Honda,CityV MT PETROL,538999,2018,Pune,Petrol,69923,Manual,1,26773
2323,Tata,HexaVaricor 400 XT,515499,2019,Pune,Petrol,20638,Manual,1,26845
2324,Maruti,Wagon R 1.0VXI,707499,2016,Pune,Diesel,94962,Manual,1,26887
2325,Maruti,Wagon R 1.0VXI AMT,537299,2019,Pune,Petrol,25782,Automatic,1,15431
2326,Maruti,Wagon R 1.0VXI,628799,2014,Pune,Petrol,20478,Manual,1,11925
2327,Hyundai,i20 Active1.2 S,1296399,2015,Pune,Petrol,11370,Manual,1,32730
2328,Volkswagen,Vento1.2 TSI HIGHLINE PLUS AT,444099,2018,Pune,Petrol,46163,Automatic,1,23512
2329,Maruti,S PRESSOVXI PLUS,1054799,2019,Pune,Diesel,89872,Manual,1,21619
2330,Honda,CityV MT PETROL,570199,2017,Pune,Petrol,50905,Manual,2,13458
2331,Hyundai,VENUE1.0 SX TURBO GDI DUAL TONE,527199,2019,Pune,Diesel,66152,Manual,3,27572
2332,Maruti,Wagon R 1.0VXI,788399,2019,Pune,Petrol,36740,Manual,1,16565
2333,Renault,Captur1.5 PLATINE DIESEL,437299,2018,Pune,Petrol,9553,Manual,1,26878
2334,Maruti,Wagon R 1.0VXI AMT,979599,2016,Pune,Petrol + CNG,53665,Automatic,1,11919
2335,Maruti,Alto K10VXI OPT,809099,2016,Pune,Diesel,70864,Manual,2,26234
2336,Hyundai,Elite i20SPORTZ 1.2,548899,2018,Pune,Petrol,16116,Manual,1,9323
2337,Hyundai,GRAND I10 NIOSMAGNA 1.2 AT,878799,2020,Pune,Petrol,8284,Automatic,1,11345
2338,Hyundai,EonMAGNA PLUS OPTIONAL,724299,2017,Pune,Petrol,23220,Manual,1,12957
2339,Maruti,BalenoDELTA 1.2 K12,702899,2015,Pune,Petrol,35292,Manual,1,16210
2340,Maruti,Alto K10VXI AMT,481399,2015,Pune,Petrol + CNG,8746,Automatic,1,11749
2341,Hyundai,Grand i10SPORTZ AT 1.2 KAPPA VTVT,417199,2019,Pune,Petrol,8131,Automatic,1,22398
2342,Hyundai,Grand i10Magna 1.2 AT  VTVT,1298599,2016,Pune,Petrol,37431,Automatic,1,11881
2343,Maruti,BalenoALPHA 1.2K12  AT,604699,2019,Pune,Diesel,24370,Automatic,1,23203
2344,Maruti,IGNISSIGMA 1.2 K12,659799,2017,Pune,Petrol,28717,Manual,1,41573
2345,Maruti,Alto 800LXI,623699,2017,Pune,Diesel,24842,Manual,1,22945
2346,Maruti,Wagon R 1.0VXI OPT AMT,1263899,2017,Pune,Petrol,39825,Automatic,1,18369
2347,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,407199,2016,Pune,Petrol,48817,Manual,1,26818
2348,Hyundai,Elite i20SPORTZ 1.2,601699,2017,Pune,Diesel,31320,Manual,1,22554
2349,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,457999,2017,Pune,Petrol,11874,Manual,1,21148
2350,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,351699,2016,Pune,Petrol,15446,Manual,1,17422
2351,Maruti,BalenoZETA 1.2 K12,533799,2016,Pune,Diesel,91953,Manual,1,22035
2352,Datsun,Redi GoT (O),1768499,2017,Pune,Petrol + CNG,55961,Manual,1,10835
2353,Maruti,BalenoALPHA 1.2 K12,640399,2017,Pune,Diesel,63197,Manual,2,21114
2354,Maruti,Alto K10VXI,628799,2015,Pune,Petrol,23595,Manual,2,18739
2355,Maruti,IGNISDELTA 1.2 K12,852499,2018,Pune,Petrol,16198,Manual,1,17313
2356,Hyundai,EonERA PLUS,550699,2017,Pune,Petrol,41756,Manual,1,19826
2357,Maruti,S PRESSOVXI,316799,2020,Pune,Petrol,70137,Manual,1,38521
2358,Maruti,S PRESSOVXI,399299,2019,Pune,Petrol,60520,Manual,1,22236
2359,Ford,Ecosport1.5 TITANIUM PLUS TI VCT AT,536999,2018,Pune,Petrol,52925,Automatic,1,22115
2360,Maruti,AltoVXI,367899,2019,Pune,Petrol,30552,Manual,1,44749
2361,Honda,CityV MT PETROL,453499,2017,Pune,Petrol,28635,Manual,1,19063
2362,Maruti,Wagon R 1.0VXI,315499,2015,Pune,Petrol,21927,Manual,1,17789
2363,Toyota,YARISG MT,479699,2018,Pune,Petrol,49120,Manual,1,17871
2364,Datsun,Redi GoS,472799,2019,Pune,Diesel,63984,Manual,2,16121
2365,Maruti,Wagon R 1.0VXI,947449,2018,Pune,Petrol,68846,Manual,1,17604
2366,Hyundai,Tucson New2WD AT GL DIESEL,553599,2019,Pune,Petrol,24738,Automatic,2,19513
2367,Maruti,Wagon R 1.0VXI,299999,2018,Pune,Petrol,49765,Manual,1,19406
2368,Hyundai,NEW SANTROSPORTZ 1.1,465399,2019,Pune,Diesel,80038,Manual,1,19270
2369,Maruti,AltoVXI,558199,2019,Pune,Diesel,49956,Manual,1,27238
2370,Ford,FREESTYLETITANIUM 1.2 TI-VCT MT,372699,2019,Pune,Diesel,58879,Manual,1,19181
2371,Maruti,Wagon R 1.0VXI,756699,2014,Pune,Petrol,40730,Manual,1,22427
2372,Hyundai,EonERA PLUS,848599,2018,Pune,Diesel,60034,Manual,1,19657
2373,Toyota,YARISV MT,373599,2020,Pune,Petrol,52301,Manual,1,44238
2374,Hyundai,EonERA PLUS,709299,2017,Pune,Diesel,69708,Manual,1,19083
2375,Maruti,BalenoZETA 1.2 K12 CVT,504499,2017,Pune,Petrol,100527,Automatic,1,13887
2376,Honda,BR-V1.5 i-VTEC V CVT,763999,2017,Pune,Diesel,51261,Automatic,2,42236
2377,Hyundai,GRAND I10 NIOSSPORTZ 1.2 AT,674799,2020,Pune,Diesel,72722,Automatic,1,41766
2378,Hyundai,Elite i20ASTA 1.2 (O),738499,2018,Pune,Petrol,185614,Manual,1,10588
2379,Maruti,Wagon R 1.0VXI,538499,2018,Pune,Petrol,95726,Manual,2,13718
2380,Maruti,BalenoALPHA 1.2 K12,1133299,2017,Pune,Petrol,20390,Manual,2,22402
2381,Maruti,Wagon R 1.0VXI,1056899,2017,Pune,Petrol,28528,Manual,2,11785
2382,Datsun,Redi GoLIMITED EDITION,626599,2019,Pune,Petrol,39634,Manual,1,25158
2383,Maruti,BalenoALPHA 1.2K12  AT,532399,2019,Pune,Petrol,49076,Automatic,1,4598
2384,Honda,WR-V1.5 i-DTEC VX MT,407999,2018,Pune,Diesel,43879,Manual,2,18812
2385,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,506699,2017,Pune,Petrol,49400,Automatic,1,5959
2386,Maruti,S PRESSOVXI PLUS AGS,466499,2020,Pune,Diesel,11219,Automatic,1,23779
2387,Maruti,Wagon R 1.0VXI,688999,2016,Pune,Petrol,10062,Manual,1,13098
2388,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,498499,2018,Pune,Petrol,28399,Manual,1,11089
2389,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,487099,2018,Pune,Diesel,61648,Manual,1,15429
2390,Maruti,BalenoALPHA 1.2 K12,1973599,2017,Pune,Petrol,56006,Manual,1,7194
2391,Datsun,Redi GoT (O),450199,2018,Pune,Diesel,43976,Manual,1,23532
2392,Maruti,Alto K10VXI (O) AMT,362599,2017,Pune,Petrol,50199,Automatic,2,5350
2393,Maruti,Alto K10VXI,456999,2015,Pune,Petrol + CNG,60637,Manual,2,10575
2394,Maruti,Wagon R 1.0VXI,469099,2013,Pune,Petrol,63658,Manual,2,8284
2395,Maruti,Alto 800LXI,454199,2018,Pune,Petrol,6678,Manual,1,34813
2396,Maruti,Alto K10VXI,474399,2018,Pune,Petrol,51736,Manual,1,7023
2397,Honda,WR-V1.5 i-DTEC VX MT,672199,2017,Pune,Petrol,23114,Manual,1,14243
2398,Maruti,BalenoDELTA 1.2 K12,450299,2018,Pune,Petrol,25674,Manual,2,7496
2399,Maruti,Alto 800LXI OPT,469099,2017,Pune,Diesel,57754,Manual,1,19686
2400,Maruti,Alto 800LXI,633099,2018,Pune,Petrol,69073,Manual,2,7834
2401,Maruti,Alto 800LXI,541899,2017,Pune,Petrol,16090,Manual,1,14835
2402,Maruti,BalenoALPHA 1.2 K12,1130899,2017,Pune,Diesel,172902,Manual,1,8853
2403,Maruti,Alto 800LXI,389599,2018,Pune,Petrol,17723,Manual,1,11792
2404,Maruti,Alto 800LXI,723999,2018,Pune,Diesel,29229,Manual,1,19998
2405,Maruti,Alto 800LXI,408249,2018,Pune,Petrol,67818,Manual,1,10671
2406,Maruti,Wagon R 1.0VXI,344999,2018,Pune,Diesel,48707,Manual,2,14179
2407,Datsun,Redi GoA,349499,2019,Pune,Petrol,18354,Manual,1,6337
2408,Honda,BR-V1.5 i-VTEC VX,420199,2018,Pune,Petrol,41911,Manual,1,12804
2409,Maruti,Alto K10VXI (O) AMT,328499,2018,Pune,Petrol,45513,Automatic,1,17417
2410,Hyundai,Tucson New2WD AT GLS PETROL,659099,2019,Pune,Diesel,157720,Automatic,1,14228
2411,Maruti,AltoLXI,344999,2020,Pune,Petrol,7830,Manual,1,27499
2412,Ford,FREESTYLETITANIUM 1.2 TI-VCT MT,392899,2019,Pune,Petrol,24103,Manual,1,35569
2413,Maruti,AltoLXI,693899,2019,Pune,Diesel,26550,Manual,1,33129
2414,Maruti,AltoVXI PLUS,413399,2021,Pune,Petrol,13019,Manual,1,15551
2415,Maruti,Alto 800LXI,395499,2019,Pune,Diesel,35541,Manual,1,26057
2416,Hyundai,,743599,2020,Pune,Petrol + CNG,73408,,1,8622
2417,Maruti,SwiftVXI,845799,2015,Pune,Diesel,28851,Manual,1,17406
2418,Hyundai,i10MAGNA 1.2,601699,2009,Pune,Petrol,35097,Manual,1,17611
2419,Maruti,Alto K10VXI,339999,2014,Pune,Petrol,8079,Manual,2,5199
2420,Hyundai,Elite i20Magna Executive 1.2,836999,2018,Pune,Petrol,17621,Manual,1,11563
2421,Hyundai,VernaFLUIDIC 1.6 SX VTVT,642899,2014,Pune,Petrol,8721,Manual,1,17477
2422,Maruti,SwiftVDI ABS,500099,2017,Pune,Petrol,38094,Manual,1,10993
2423,Maruti,Swift DzireVXI 1.2 BS IV,605199,2013,Pune,Petrol + CNG,21989,Manual,1,12659
2424,Volkswagen,PoloGT TSI 1.2 PETROL AT,336199,2018,Pune,Petrol,24964,Automatic,2,11592
2425,Renault,TRIBER1.0 RXT,521399,2019,Pune,Petrol + CNG,84076,Manual,1,8682
2426,Renault,Kwid1.0 CLIMBER OPT AMT,783099,2021,Pune,Petrol,28674,Automatic,1,8600
2427,Hyundai,Grand i10MAGNA 1.2 VTVT,608399,2020,Noida,Petrol,6470,Manual,1,13533
2428,Nissan,MicraXV CVT,476399,2016,Noida,Petrol,8096,Automatic,1,10597
2429,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,540599,2019,Noida,Petrol,21043,Manual,1,12025
2430,Hyundai,i10MAGNA 1.2 KAPPA2,282899,2011,Noida,Petrol,72229,Manual,1,6293
2431,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,465199,2016,Noida,Petrol,15927,Manual,1,10348
2432,Hyundai,i10ERA 1.1 IRDE,199699,2009,Noida,Petrol,44327,Manual,1,4442
2433,Maruti,Ciaz1.5 SIGMA SHVS,885699,2021,Noida,Petrol,18855,Manual,1,19702
2434,Hyundai,i10ERA 1.1 IRDE,210249,2009,Noida,Petrol,21723,Manual,1,4677
2435,Maruti,IGNISSIGMA 1.2 K12,506599,2020,Noida,Petrol,15199,Manual,1,11269
2436,Nissan,MicraXE DIESEL,275299,2014,Noida,Diesel,63753,Manual,1,6124
2437,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,509199,2019,Noida,Petrol,19804,Manual,1,11327
2438,Maruti,Alto 800VXI,270299,2014,Noida,Petrol,28210,Manual,1,6013
2439,Maruti,IGNISSIGMA 1.2 K12,509099,2020,Noida,Petrol,9622,Manual,2,11325
2440,Maruti,A StarVXI,231699,2011,Noida,Petrol,23629,Manual,2,5154
2441,Honda,CitySV MT PETROL,599249,2014,Noida,Petrol,20567,Manual,2,13330
2442,Honda,CitySV MT PETROL,732399,2017,Noida,Petrol,58689,Manual,1,16292
2443,Mahindra,,995499,2021,Noida,Petrol,7334,,1,22144
2444,Honda,CityV MT PETROL,815699,2018,Noida,Petrol,68366,Manual,1,18145
2445,Hyundai,i10ERA 1.1 IRDE,266199,2014,Noida,Petrol,29383,Manual,2,5921
2446,Jeep,Compass1.4 SPORT PETROL,1376149,2019,Noida,Petrol,42490,Manual,2,30612
2447,KIA,,1314099,2020,Noida,Petrol,19359,,1,29231
2448,Hyundai,GRAND I10 NIOSSPORTZ 1.2 AT,725699,2020,Noida,Petrol,7840,Automatic,2,16143
2449,Hyundai,Creta1.5 SX (O) AT,1755399,2020,Noida,Petrol,16315,Automatic,1,39048
2450,Tata,TIGORXZ 1.2 REVOTRON OPT,534499,2018,Noida,Petrol,34014,Manual,1,11890
2451,Hyundai,Creta1.4 S CRDI,957899,2019,Noida,Diesel,71968,Manual,1,21308
2452,Maruti,BalenoDELTA 1.2 K12 AT,527799,2016,Noida,Petrol,26314,Automatic,2,11741
2453,Hyundai,GRAND I10 NIOSSPORTZ PETROL,676399,2020,Noida,Petrol,16489,Manual,1,15046
2454,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,485599,2016,Noida,Petrol,19575,Manual,1,10802
2455,Maruti,AltoLXI,384399,2021,Noida,Petrol,2303,Manual,1,8551
2456,Maruti,BalenoDELTA 1.2 K12,675199,2019,Noida,Petrol,25647,Manual,1,15019
2457,Datsun,Redi GoA,328049,2019,Noida,Petrol,27411,Manual,1,7297
2458,Renault,Kwid1.0 RXT Opt,342999,2018,Noida,Petrol,75123,Manual,1,7630
2459,Hyundai,EonMAGNA PLUS,305699,2015,Noida,Petrol,43616,Manual,2,6800
2460,Hyundai,i20MAGNA O 1.2,342799,2013,Noida,Petrol,59194,Manual,2,7625
2461,Maruti,Alto K10VXI,331199,2017,Noida,Petrol,95218,Manual,1,7367
2462,Maruti,Alto K10VXI,354499,2018,Noida,Petrol,23281,Manual,1,7886
2463,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,521999,2019,Noida,Petrol,37953,Manual,2,11612
2464,Hyundai,Grand i10Sportz(O) 1.2 MT,523899,2017,Noida,Petrol,34652,Manual,1,11654
2465,Hyundai,i20SPORTZ 1.4 CRDI,336499,2013,Noida,Diesel,65005,Manual,1,7485
2466,Maruti,Alto K10VXI,358799,2019,Noida,Petrol,38225,Manual,1,7981
2467,Honda,Brio1.2 E MT I VTEC,275399,2015,Noida,Petrol,93245,Manual,2,6126
2468,Tata,ALTROZXE 1.2,641999,2021,Noida,Petrol,7472,Manual,1,14281
2469,Maruti,SwiftVXI,280999,2010,Noida,Petrol,20730,Manual,1,6251
2470,Maruti,BalenoSIGMA 1.2 K12,545299,2019,Noida,Petrol,25009,Manual,2,12130
2471,Jeep,Compass2.0 LIMITED,1252199,2018,Noida,Diesel,55714,Manual,1,27854
2472,Tata,ALTROZXZ 1.2,861699,2022,Noida,Petrol,1086,Manual,1,19168
2473,Hyundai,i10MAGNA 1.1 IRDE2,349399,2014,Noida,Petrol,41439,Manual,2,7772
2474,Honda,CityS MT PETROL,372999,2011,Noida,Petrol,52035,Manual,1,8297
2475,Nissan,,843099,2022,Noida,Petrol,5306,,1,18754
2476,Hyundai,Elite i20SPORTZ 1.2,530099,2015,Noida,Petrol,25414,Manual,1,11792
2477,Maruti,SwiftLXI,592499,2020,Noida,Petrol,17435,Manual,1,13180
2478,Honda,CityV MT PETROL,549799,2014,Noida,Petrol,83263,Manual,1,12230
2479,MG,HECTORSHARP DCT PETROL,1665399,2019,Noida,Petrol,12283,Automatic,1,37046
2480,Maruti,Wagon R 1.0LXI CNG,325799,2014,Noida,Petrol + CNG,64132,Manual,1,7247
2481,Mahindra,XUV 3OO1.5 W6 MT,917399,2019,Noida,Diesel,23806,Manual,1,20407
2482,Honda,Amaze1.5 VXMT I DTEC,692849,2018,Noida,Diesel,52220,Manual,1,15412
2483,Hyundai,i10SPORTZ 1.2 AT,202099,2009,Noida,Petrol,38983,Automatic,1,4496
2484,MG,,1890299,2020,Noida,Petrol,3483,,1,42049
2485,Datsun,Redi GoT (O),463499,2021,Noida,Petrol,13021,Manual,1,10310
2486,Datsun,Redi GoT (O),244799,2018,Noida,Petrol,23004,Manual,1,5445
2487,Renault,KigerRXT 1.0 AMT,830299,2021,Noida,Petrol,5972,Automatic,1,18470
2488,Maruti,BalenoSIGMA 1.2 K12,551299,2020,Noida,Petrol,36041,Manual,1,12263
2489,Honda,CityVX CVT PETROL,705399,2015,Noida,Petrol,98060,Automatic,1,15691
2490,Honda,Jazz1.2 S AT,526999,2016,Noida,Petrol,48225,Automatic,2,11723
2491,KIA,SELTOSHTK 1.5 PETROL,1189899,2020,Noida,Petrol,32873,Manual,1,26469
2492,Volkswagen,PoloGT TSI 1.2 PETROL AT,747899,2018,Noida,Petrol,96751,Automatic,1,16637
2493,Hyundai,i10MAGNA 1.1 IRDE2,259399,2011,Noida,Petrol,61943,Manual,1,5770
2494,Honda,CityVX MT PETROL,1297699,2020,Noida,Petrol,7632,Manual,1,28867
2495,Renault,Kwid1.0 RXT Opt,406399,2020,Noida,Petrol,6452,Manual,2,9040
2496,Hyundai,VENUES MT 1.2 KAPPA,834099,2021,Noida,Petrol,15263,Manual,1,18554
